"COUNTRY","Country","ISC11A","ISCED-A 2011","SEX","Gender","AGE","Age","PIAAC_CATEGORY","Category","INDICATOR","Indicator","MEASURE","Measure","YEAR","Reference year","Value","Flag Codes","Flags"
"SVK","Slovak Republic","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",0.7,,
"SVK","Slovak Republic","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",0.7,,
"SVK","Slovak Republic","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",32,,
"SVK","Slovak Republic","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",87,,
"SVK","Slovak Republic","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",5.5,,
"SVK","Slovak Republic","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.1,,
"SVK","Slovak Republic","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",,"c","Data below the publication limit"
"SVK","Slovak Republic","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",,"c","Data below the publication limit"
"SVK","Slovak Republic","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",,"c","Data below the publication limit"
"SVK","Slovak Republic","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",,"c","Data below the publication limit"
"SVK","Slovak Republic","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",68,,
"SVK","Slovak Republic","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",13,,
"SVK","Slovak Republic","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",5.5,,
"SVK","Slovak Republic","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.1,,
"ESP","Spain","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",7,,
"ESP","Spain","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",93,,
"ESP","Spain","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",0.7,,
"ESP","Spain","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",0.7,,
"ESP","Spain","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",27,,
"ESP","Spain","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",78,,
"ESP","Spain","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",4.4,,
"ESP","Spain","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1,,
"ESP","Spain","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",6,,
"ESP","Spain","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",7,,
"ESP","Spain","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.8,,
"ESP","Spain","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",0.7,,
"ESP","Spain","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",67,,
"ESP","Spain","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",15,,
"ESP","Spain","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",4.3,,
"ESP","Spain","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",0.9,,
"SWE","Sweden","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",24,,
"SWE","Sweden","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",76,,
"SWE","Sweden","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",1.2,,
"SWE","Sweden","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",1.2,,
"SWE","Sweden","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",52,,
"SWE","Sweden","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",77,,
"SWE","Sweden","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",2.7,,
"SWE","Sweden","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.1,,
"SWE","Sweden","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",13,,
"SWE","Sweden","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",9,,
"SWE","Sweden","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.9,,
"SWE","Sweden","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",0.9,,
"SWE","Sweden","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",35,,
"SWE","Sweden","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",14,,
"SWE","Sweden","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",2.8,,
"SWE","Sweden","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",0.9,,
"TUR","Turkey","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2015","2015",1,,
"TUR","Turkey","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2015","2015",99,,
"TUR","Turkey","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2015","2015",0.3,,
"TUR","Turkey","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2015","2015",0.3,,
"TUR","Turkey","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",,"c","Data below the publication limit"
"TUR","Turkey","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",92,,
"TUR","Turkey","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",,"c","Data below the publication limit"
"TUR","Turkey","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",0.9,,
"TUR","Turkey","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",,"c","Data below the publication limit"
"TUR","Turkey","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",3,,
"TUR","Turkey","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",,"c","Data below the publication limit"
"TUR","Turkey","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",0.6,,
"TUR","Turkey","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",,"c","Data below the publication limit"
"TUR","Turkey","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",5,,
"TUR","Turkey","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",,"c","Data below the publication limit"
"TUR","Turkey","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",0.6,,
"USA","United States","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",30,,
"USA","United States","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",70,,
"USA","United States","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",1.3,,
"USA","United States","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",1.3,,
"USA","United States","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",40,,
"USA","United States","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",71,,
"USA","United States","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",2.1,,
"USA","United States","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.4,,
"USA","United States","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",10,,
"USA","United States","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",8,,
"USA","United States","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.4,,
"USA","United States","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.1,,
"USA","United States","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",50,,
"USA","United States","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",21,,
"USA","United States","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.8,,
"USA","United States","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.2,,
"CHL","Chile","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2015","2015",16,,
"CHL","Chile","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2015","2015",84,,
"CHL","Chile","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2015","2015",2.4,,
"CHL","Chile","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2015","2015",2.4,,
"CHL","Chile","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",40,,
"CHL","Chile","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",83,,
"CHL","Chile","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",7.2,,
"CHL","Chile","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",2.2,,
"CHL","Chile","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",35,,
"CHL","Chile","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",12,,
"CHL","Chile","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",7.7,,
"CHL","Chile","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",1.5,,
"CHL","Chile","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",25,,
"CHL","Chile","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",5,,
"CHL","Chile","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",7.2,,
"CHL","Chile","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",1.2,,
"EST","Estonia","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",22,,
"EST","Estonia","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",78,,
"EST","Estonia","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",0.8,,
"EST","Estonia","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",0.8,,
"EST","Estonia","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",34,,
"EST","Estonia","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",64,,
"EST","Estonia","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",2,,
"EST","Estonia","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.3,,
"EST","Estonia","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",18,,
"EST","Estonia","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",17,,
"EST","Estonia","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.8,,
"EST","Estonia","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1,,
"EST","Estonia","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",48,,
"EST","Estonia","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",19,,
"EST","Estonia","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",2.4,,
"EST","Estonia","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.1,,
"ISR","Israel","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2015","2015",28,,
"ISR","Israel","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2015","2015",72,,
"ISR","Israel","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2015","2015",1.5,,
"ISR","Israel","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2015","2015",1.5,,
"ISR","Israel","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",20,,
"ISR","Israel","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",58,,
"ISR","Israel","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",2.6,,
"ISR","Israel","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",2,,
"ISR","Israel","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",21,,
"ISR","Israel","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",18,,
"ISR","Israel","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",2.9,,
"ISR","Israel","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",1.4,,
"ISR","Israel","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",60,,
"ISR","Israel","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",24,,
"ISR","Israel","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",3.2,,
"ISR","Israel","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",1.8,,
"LTU","Lithuania","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2015","2015",23,,
"LTU","Lithuania","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2015","2015",77,,
"LTU","Lithuania","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2015","2015",1.4,,
"LTU","Lithuania","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2015","2015",1.4,,
"LTU","Lithuania","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",54,,
