"COUNTRY","Country","AGE","Age","ISC11_LEVEL_CAT","Education level and programe orientation ","INDICATOR","Indicator","SEX","Sex","INTENSITY","Intensity","YEAR","Year","Value","Flag Codes","Flags"
"BRA","Brazil","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2018","2018",,"z","Not applicable"
"BRA","Brazil","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2013","2013",,"z","Not applicable"
"BRA","Brazil","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2014","2014",,"z","Not applicable"
"BRA","Brazil","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2015","2015",,"z","Not applicable"
"BRA","Brazil","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2016","2016",,"z","Not applicable"
"BRA","Brazil","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2017","2017",,"z","Not applicable"
"BRA","Brazil","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2018","2018",,"z","Not applicable"
"JPN","Japan","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2013","2013",,"z","Not applicable"
"JPN","Japan","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2014","2014",,"z","Not applicable"
"JPN","Japan","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2015","2015",,"z","Not applicable"
"JPN","Japan","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2016","2016",,"z","Not applicable"
"JPN","Japan","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2017","2017",,"z","Not applicable"
"JPN","Japan","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2018","2018",,"z","Not applicable"
"POL","Poland","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2013","2013",,"z","Not applicable"
"POL","Poland","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2014","2014",,"z","Not applicable"
"POL","Poland","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2015","2015",,"z","Not applicable"
"POL","Poland","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2016","2016",,"z","Not applicable"
"POL","Poland","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2017","2017",,"z","Not applicable"
"POL","Poland","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2018","2018",,"z","Not applicable"
"DEU","Germany","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2013","2013",86.139,,
"DEU","Germany","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2014","2014",86.365,,
"DEU","Germany","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2015","2015",86.034,,
"DEU","Germany","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2016","2016",87.143,,
"DEU","Germany","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2017","2017",87.186,,
"DEU","Germany","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2018","2018",89.073,,
"BEL","Belgium","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2013","2013",5.899,,
"BEL","Belgium","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2014","2014",5.897,,
"BEL","Belgium","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2015","2015",5.788,,
"BEL","Belgium","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2016","2016",5.897,,
"BEL","Belgium","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2017","2017",5.93,,
"BEL","Belgium","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2018","2018",5.99,,
"TUR","Turkey","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2013","2013",,"z","Not applicable"
"TUR","Turkey","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2014","2014",,"z","Not applicable"
"TUR","Turkey","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2015","2015",,"z","Not applicable"
"TUR","Turkey","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2016","2016",,"z","Not applicable"
"TUR","Turkey","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2017","2017",,"z","Not applicable"
"TUR","Turkey","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2018","2018",,"z","Not applicable"
"COL","Colombia","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2013","2013",,"M","Missing value; data cannot exist"
"COL","Colombia","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2014","2014",,"M","Missing value; data cannot exist"
"COL","Colombia","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2015","2015",,"M","Missing value; data cannot exist"
"COL","Colombia","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2016","2016",0,,
"COL","Colombia","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2017","2017",,"x","Data included in another category"
"COL","Colombia","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2018","2018",,"x","Data included in another category"
"NZL","New Zealand","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2013","2013",,"x","Data included in another category"
"NZL","New Zealand","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2014","2014",,"x","Data included in another category"
"NZL","New Zealand","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2015","2015",,"x","Data included in another category"
"NZL","New Zealand","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2016","2016",,"x","Data included in another category"
"NZL","New Zealand","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2017","2017",,"x","Data included in another category"
"NZL","New Zealand","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2018","2018",,"x","Data included in another category"
"SWE","Sweden","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2013","2013",61.337,,
"SWE","Sweden","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2014","2014",65.548,,
"SWE","Sweden","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2015","2015",71.392,,
"SWE","Sweden","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2016","2016",89.317,,
"SWE","Sweden","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2017","2017",78.879,,
"SWE","Sweden","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2018","2018",81.432,,
"ESP","Spain","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2015","2015",0,,
"ESP","Spain","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2016","2016",22.813,,
"ESP","Spain","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2017","2017",22.909,,
"ESP","Spain","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2018","2018",20.068,,
"ISL","Iceland","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2013","2013",14.319,,
"ISL","Iceland","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2014","2014",14.637,,
"ISL","Iceland","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2015","2015",14.764,,
"ISL","Iceland","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2016","2016",16.589,,
"ISL","Iceland","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2017","2017",12.786,,
"ISL","Iceland","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2018","2018",8.817,,
"ESP","Spain","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2013","2013",,"M","Missing value; data cannot exist"
"ESP","Spain","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2014","2014",1.274,,
"ESP","Spain","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2015","2015",1.224,,
"ESP","Spain","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2016","2016",1.976,,
"ESP","Spain","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2017","2017",2.726,,
"ESP","Spain","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2018","2018",2.831,,
"SWE","Sweden","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2013","2013",2.517,,
"SWE","Sweden","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2014","2014",2.544,,
"SWE","Sweden","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2015","2015",3.567,,
"SWE","Sweden","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2016","2016",4.476,,
"SWE","Sweden","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2017","2017",5.16,,
"SWE","Sweden","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2018","2018",5.555,,
"IND","India","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2013","2013",,"M","Missing value; data cannot exist"
"IND","India","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2014","2014",,"M","Missing value; data cannot exist"
"IND","India","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2015","2015",,"M","Missing value; data cannot exist"
"IND","India","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2016","2016",,"M","Missing value; data cannot exist"
"IND","India","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2017","2017",,"M","Missing value; data cannot exist"
"IND","India","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2018","2018",,"M","Missing value; data cannot exist"
"CAN","Canada","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2013","2013",,"M","Missing value; data cannot exist"
"CAN","Canada","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2014","2014",,"x","Data included in another category"
"CAN","Canada","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2015","2015",,"M","Missing value; data cannot exist"
"CAN","Canada","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2016","2016",,"x","Data included in another category"
"CAN","Canada","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2017","2017",,"x","Data included in another category"
"CAN","Canada","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2018","2018",,"x","Data included in another category"
"BEL","Belgium","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2013","2013",,"z","Not applicable"
"BEL","Belgium","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2014","2014",,"z","Not applicable"
"BEL","Belgium","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2015","2015",,"z","Not applicable"
"BEL","Belgium","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2016","2016",,"z","Not applicable"
"BEL","Belgium","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2017","2017",,"z","Not applicable"
"BEL","Belgium","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2018","2018",,"z","Not applicable"
"GBR","United Kingdom","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2013","2013",,"z","Not applicable"
"GBR","United Kingdom","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2014","2014",,"z","Not applicable"
"GBR","United Kingdom","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2015","2015",,"z","Not applicable"
"GBR","United Kingdom","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2016","2016",,"z","Not applicable"
